Time,X,Y,Sensor,Temp,Elev,Humidity,MachineType,Vent
01:00:00,6,3,64,20.87,1.6,0.32,Win64,1
01:00:00,6,4,65,20.9,1.7,0.12,Win32,0
01:00:00,6,5,66,20.93,1.5,0.34,Solaris,0
01:00:00,6,6,67,20.1,1.6,0.54,AIX,1
01:00:00,6,7,68,20.14,1.6,0.34,AIX,1
01:00:00,6,8,69,20.18,1.8,0.56,Solaris,0
01:00:00,6,9,70,20.22,1.9,0.76,RedHat,0
01:00:00,7,0,71,20.26,1.8,0.45,AIX,1
01:00:00,7,1,72,20.3,1.6,0.34,Solaris,1
01:00:00,7,2,73,20.34,1.8,0.53,AIX,0
01:00:00,7,3,74,20.38,1.6,0.45,Solaris,0
01:00:00,7,4,75,20.42,1.8,0.32,Win64,0
01:00:00,7,5,76,20.46,1.5,0.56,Win64,1
01:00:00,7,6,77,20.5,1.6,0.43,Win32,1
01:00:00,7,7,78,20.54,1.7,0.56,Solaris,1
01:00:00,7,8,79,20.58,1.5,0.78,AIX,0
01:00:00,7,9,80,20.62,1.6,0.65,AIX,1
01:00:00,8,0,81,20.66,1.6,0.45,Solaris,0
01:00:00,8,1,82,20.43,1.8,0.32,RedHat,1
01:00:00,8,2,83,20.34,1.9,0.45,AIX,0
01:00:00,8,3,84,20.25,1.8,0.43,Solaris,0
01:00:00,8,4,85,20.16,1.6,0.23,Solaris,1
01:00:00,8,5,86,20.07,1.8,0.54,RedHat,1
01:00:00,8,6,87,19.98,1.6,0.44,AIX,0
01:00:00,8,7,88,19.89,1.7,0.32,Solaris,0
01:00:00,8,8,89,20.34,1.5,0.12,Solaris,1
01:00:00,8,9,90,20.35,1.6,0.34,RedHat,1
01:00:00,9,0,91,20.36,1.6,0.54,AIX,0
01:00:00,9,1,92,20.37,1.8,0.34,Solaris,0
01:00:00,9,2,93,20.38,1.9,0.56,Solaris,0
01:00:00,9,3,94,20.39,1.8,0.76,RedHat,1
01:00:00,9,4,95,20.4,1.6,0.45,AIX,1
01:00:00,9,5,96,20.41,1.8,0.34,Solaris,1
01:00:00,9,6,97,20.42,1.9,0.53,RedHat,0
01:00:00,9,7,98,20.43,1.8,0.34,AIX,1
01:00:00,9,8,99,20.44,1.6,0.53,Solaris,0
01:00:00,9,9,100,20.45,1.8,0.53,Solaris,1
02:00:00,0,0,1,25.39,2,0.34,AIX,0
02:00:00,0,1,2,20.43,1.8,0.45,Solaris,0
02:00:00,0,2,3,20.34,1.5,0.32,Win64,0
02:00:00,0,3,4,20.56,1.6,0.56,Win64,1
02:00:00,0,4,5,20.43,1.7,0.43,Win32,1
02:00:00,0,5,6,20.5,1.5,0.56,Solaris,1
02:00:00,0,6,7,20.52,1.6,0.78,AIX,0
02:00:00,0,7,8,20.54,1.6,0.65,AIX,1
02:00:00,0,8,9,20.56,1.8,0.45,Solaris,0
02:00:00,0,9,10,20.58,1.9,0.32,RedHat,1
02:00:00,1,0,11,20.61,1.8,0.45,AIX,0
02:00:00,1,1,12,20.63,1.6,0.43,Solaris,0
02:00:00,1,2,13,20.65,1.8,0.23,AIX,1
02:00:00,1,3,14,20.67,1.8,0.54,Solaris,1
02:00:00,1,4,15,20.32,1.5,0.44,Win64,0
02:00:00,1,5,16,20.14,1.6,0.32,Win64,0
02:00:00,1,6,17,20.67,1.7,0.12,Win32,1
02:00:00,1,7,18,20.33,1.5,0.34,Solaris,1
02:00:00,1,8,19,20.51,1.6,0.54,AIX,0
02:00:00,1,9,20,20.56,1.6,0.34,AIX,0
02:00:00,2,0,21,20.62,1.8,0.56,Solaris,0
02:00:00,2,1,22,20.67,1.9,0.76,RedHat,1
02:00:00,2,2,23,20.73,1.8,0.45,AIX,1
02:00:00,2,3,24,20.79,1.6,0.34,Solaris,1
02:00:00,2,4,25,20.84,1.8,0.53,AIX,0
02:00:00,2,5,26,20.9,1.8,0.45,Solaris,1
02:00:00,2,6,27,20.95,1.5,0.32,Win64,0
02:00:00,2,7,28,21.01,1.6,0.56,Win64,1
02:00:00,2,8,29,21.07,1.7,0.43,Win32,0
02:00:00,2,9,30,21.12,1.5,0.56,Solaris,0
02:00:00,3,0,31,21.18,1.6,0.78,AIX,1
02:00:00,3,1,32,21.23,1.6,0.65,AIX,1
02:00:00,3,2,33,21.29,1.8,0.45,Solaris,0
02:00:00,3,3,34,20.34,1.9,0.32,RedHat,0
02:00:00,3,4,35,20.56,1.8,0.45,AIX,1
02:00:00,3,5,36,20.21,1.6,0.43,Solaris,1
02:00:00,3,6,37,20.22,1.8,0.23,AIX,0
02:00:00,3,7,38,20.76,1.8,0.54,Solaris,0
02:00:00,3,8,39,20.11,1.5,0.44,Win64,0
02:00:00,3,9,40,20.27,1.6,0.32,Win64,1
02:00:00,4,0,41,20.23,1.7,0.12,Win32,1
02:00:00,4,1,42,20.2,1.5,0.34,Solaris,1
02:00:00,4,2,43,20.16,1.6,0.54,AIX,0
02:00:00,4,3,44,20.13,1.6,0.34,AIX,1
02:00:00,4,4,45,20.09,1.8,0.56,Solaris,0
02:00:00,4,5,46,20.06,1.9,0.76,RedHat,1
02:00:00,4,6,47,20.02,1.8,0.45,AIX,0
02:00:00,4,7,48,20.44,1.6,0.34,Solaris,0
02:00:00,4,8,49,20.13,1.8,0.53,AIX,1
02:00:00,4,9,50,20.25,1.6,0.45,Solaris,1
02:00:00,5,0,51,20.65,1.8,0.32,Win64,0
02:00:00,5,1,52,20.37,1.5,0.56,Win64,0
02:00:00,5,2,53,20.56,1.6,0.43,Win32,1
02:00:00,5,3,54,20.63,1.7,0.56,Solaris,1
02:00:00,5,4,55,20.7,1.5,0.78,AIX,0
02:00:00,5,5,56,20.78,1.6,0.65,AIX,0
02:00:00,5,6,57,20.85,1.6,0.45,Solaris,0
02:00:00,5,7,58,20.92,1.8,0.32,RedHat,1
02:00:00,5,8,59,20.43,1.9,0.45,AIX,1
02:00:00,5,9,60,20.11,1.8,0.43,Solaris,1
02:00:00,6,0,61,20.13,1.6,0.23,AIX,0
02:00:00,6,1,62,20.15,1.8,0.54,Solaris,1
02:00:00,6,2,63,20.17,1.5,0.44,Win64,0
02:00:00,6,3,64,20.19,1.6,0.32,Win64,1
02:00:00,6,4,65,20.21,1.7,0.12,Win32,0
02:00:00,6,5,66,20.23,1.5,0.34,Solaris,0
02:00:00,6,6,67,20.25,1.6,0.54,AIX,1
02:00:00,6,7,68,20.27,1.6,0.34,AIX,1
02:00:00,6,8,69,20.29,1.8,0.56,Solaris,0
02:00:00,6,9,70,20.31,1.9,0.76,RedHat,0
02:00:00,7,0,71,20.33,1.8,0.45,AIX,1
02:00:00,7,1,72,20.35,1.6,0.34,Solaris,1
02:00:00,7,2,73,20.37,1.8,0.53,AIX,0
02:00:00,7,3,74,20.39,1.6,0.45,Solaris,0
02:00:00,7,4,75,20.41,1.8,0.32,Win64,0
02:00:00,7,5,76,20.43,1.5,0.56,Win64,1
02:00:00,7,6,77,20.45,1.6,0.43,Win32,1
02:00:00,7,7,78,20.47,1.7,0.56,Solaris,1
02:00:00,7,8,79,20.49,1.5,0.78,AIX,0
02:00:00,7,9,80,20.51,1.6,0.65,AIX,1
02:00:00,8,0,81,20.53,1.6,0.45,Solaris,0
02:00:00,8,1,82,20.55,1.8,0.32,RedHat,1
02:00:00,8,2,83,20.57,1.9,0.45,AIX,0
02:00:00,8,3,84,20.59,1.8,0.43,Solaris,0
02:00:00,8,4,85,20.61,1.6,0.23,Solaris,1
02:00:00,8,5,86,20.63,1.8,0.54,RedHat,1
02:00:00,8,6,87,20.65,1.6,0.44,AIX,0
02:00:00,8,7,88,20.67,1.7,0.32,Solaris,0
02:00:00,8,8,89,20.69,1.5,0.12,Solaris,1
02:00:00,8,9,90,20.71,1.6,0.34,RedHat,1
02:00:00,9,0,91,20.73,1.6,0.54,AIX,0
02:00:00,9,1,92,20.75,1.8,0.34,Solaris,0
02:00:00,9,2,93,20.77,1.9,0.56,Solaris,0
02:00:00,9,3,94,20.79,1.8,0.76,RedHat,1
02:00:00,9,4,95,20.81,1.6,0.45,AIX,1
02:00:00,9,5,96,20.83,1.8,0.34,Solaris,1
02:00:00,9,6,97,20.85,1.9,0.53,RedHat,0
02:00:00,9,7,98,20.87,1.8,0.34,AIX,1
02:00:00,9,8,99,20.89,1.6,0.53,Solaris,0
02:00:00,9,9,100,20.91,1.8,0.53,Solaris,1
03:00:00,0,0,1,25.42,2,0.34,AIX,0
03:00:00,0,1,2,20.01,1.8,0.45,Solaris,0
03:00:00,0,2,3,20.04,1.5,0.32,Win64,0
03:00:00,0,3,4,20.07,1.6,0.56,Win64,1
03:00:00,0,4,5,20.1,1.7,0.43,Win32,1
03:00:00,0,5,6,20.13,1.5,0.56,Solaris,1
03:00:00,0,6,7,20.16,1.6,0.78,AIX,0
03:00:00,0,7,8,20.19,1.6,0.65,AIX,1
03:00:00,0,8,9,20.22,1.8,0.45,Solaris,0
03:00:00,0,9,10,20.25,1.9,0.32,RedHat,1
03:00:00,1,0,11,20.28,1.8,0.45,AIX,0
03:00:00,1,1,12,20.31,1.6,0.43,Solaris,0
03:00:00,1,2,13,20.34,1.8,0.23,AIX,1
03:00:00,1,3,14,20.37,1.8,0.54,Solaris,1
03:00:00,1,4,15,20.4,1.5,0.44,Win64,0
03:00:00,1,5,16,20.43,1.6,0.32,Win64,0
03:00:00,1,6,17,20.46,1.7,0.12,Win32,1
03:00:00,1,7,18,20.49,1.5,0.34,Solaris,1
03:00:00,1,8,19,20.52,1.6,0.54,AIX,0
03:00:00,1,9,20,20.55,1.6,0.34,AIX,0
03:00:00,2,0,21,20.58,1.8,0.56,Solaris,0
03:00:00,2,1,22,20.61,1.9,0.76,RedHat,1
03:00:00,2,2,23,20.64,1.8,0.45,AIX,1
03:00:00,2,3,24,20.67,1.6,0.34,Solaris,1
03:00:00,2,4,25,20.7,1.8,0.53,AIX,0
03:00:00,2,5,26,20.73,1.8,0.45,Solaris,1
03:00:00,2,6,27,20.76,1.5,0.32,Win64,0
03:00:00,2,7,28,20.79,1.6,0.56,Win64,1
03:00:00,2,8,29,20.82,1.7,0.43,Win32,0
03:00:00,2,9,30,20.85,1.5,0.56,Solaris,0
03:00:00,3,0,31,20.88,1.6,0.78,AIX,1
03:00:00,3,1,32,20.91,1.6,0.65,AIX,1
03:00:00,3,2,33,20.94,1.8,0.45,Solaris,0
03:00:00,3,3,34,20.97,1.9,0.32,RedHat,0
03:00:00,3,4,35,21,1.8,0.45,AIX,1
03:00:00,3,5,36,21.03,1.6,0.43,Solaris,1
03:00:00,3,6,37,21.06,1.8,0.23,AIX,0
03:00:00,3,7,38,21.09,1.8,0.54,Solaris,0
03:00:00,3,8,39,21.12,1.5,0.44,Win64,0
03:00:00,3,9,40,21.15,1.6,0.32,Win64,1
03:00:00,4,0,41,20.42,1.7,0.12,Win32,1
03:00:00,4,1,42,20.21,1.5,0.34,Solaris,1
03:00:00,4,2,43,20.24,1.6,0.54,AIX,0
03:00:00,4,3,44,20.27,1.6,0.34,AIX,1
03:00:00,4,4,45,20.3,1.8,0.56,Solaris,0
03:00:00,4,5,46,20.33,1.9,0.76,RedHat,1
03:00:00,4,6,47,20.36,1.8,0.45,AIX,0
03:00:00,4,7,48,20.39,1.6,0.34,Solaris,0
03:00:00,4,8,49,20.42,1.8,0.53,AIX,1
03:00:00,4,9,50,20.45,1.6,0.45,Solaris,1
03:00:00,5,0,51,20.48,1.8,0.32,Win64,0
03:00:00,5,1,52,20.51,1.5,0.56,Win64,0
03:00:00,5,2,53,20.54,1.6,0.43,Win32,1
03:00:00,5,3,54,20.57,1.7,0.56,Solaris,1
03:00:00,5,4,55,20.6,1.5,0.78,AIX,0
03:00:00,5,5,56,20.63,1.6,0.65,AIX,0
03:00:00,5,6,57,20.66,1.6,0.45,Solaris,0
03:00:00,5,7,58,20.69,1.8,0.32,RedHat,1
03:00:00,5,8,59,20.72,1.9,0.45,AIX,1
03:00:00,5,9,60,20.75,1.8,0.43,Solaris,1
03:00:00,6,0,61,20.78,1.6,0.23,AIX,0
03:00:00,6,1,62,20.81,1.8,0.54,Solaris,1
03:00:00,6,2,63,20.84,1.5,0.44,Win64,0
03:00:00,6,3,64,20.87,1.6,0.32,Win64,1
03:00:00,6,4,65,20.9,1.7,0.12,Win32,0
03:00:00,6,5,66,20.93,1.5,0.34,Solaris,0
03:00:00,6,6,67,20.1,1.6,0.54,AIX,1
03:00:00,6,7,68,20.14,1.6,0.34,AIX,1
03:00:00,6,8,69,20.18,1.8,0.56,Solaris,0
03:00:00,6,9,70,20.22,1.9,0.76,RedHat,0
03:00:00,7,0,71,20.26,1.8,0.45,AIX,1
03:00:00,7,1,72,20.3,1.6,0.34,Solaris,1
03:00:00,7,2,73,20.34,1.8,0.53,AIX,0
03:00:00,7,3,74,20.38,1.6,0.45,Solaris,0
03:00:00,7,4,75,20.42,1.8,0.32,Win64,0
03:00:00,7,5,76,20.46,1.5,0.56,Win64,1
03:00:00,7,6,77,20.5,1.6,0.43,Win32,1
03:00:00,7,7,78,20.54,1.7,0.56,Solaris,1
03:00:00,7,8,79,20.58,1.5,0.78,AIX,0
03:00:00,7,9,80,20.62,1.6,0.65,AIX,1
03:00:00,8,0,81,20.66,1.6,0.45,Solaris,0
03:00:00,8,1,82,20.43,1.8,0.32,RedHat,1
03:00:00,8,2,83,20.34,1.9,0.45,AIX,0
03:00:00,8,3,84,20.25,1.8,0.43,Solaris,0
03:00:00,8,4,85,20.16,1.6,0.23,Solaris,1
03:00:00,8,5,86,20.07,1.8,0.54,RedHat,1
03:00:00,8,6,87,19.98,1.6,0.44,AIX,0
03:00:00,8,7,88,19.89,1.7,0.32,Solaris,0
03:00:00,8,8,89,20.34,1.5,0.12,Solaris,1
03:00:00,8,9,90,20.35,1.6,0.34,RedHat,1
03:00:00,9,0,91,20.36,1.6,0.54,AIX,0
03:00:00,9,1,92,20.37,1.8,0.34,Solaris,0
03:00:00,9,2,93,20.38,1.9,0.56,Solaris,0
03:00:00,9,3,94,20.39,1.8,0.76,RedHat,1
03:00:00,9,4,95,20.4,1.6,0.45,AIX,1
03:00:00,9,5,96,20.41,1.8,0.34,Solaris,1
03:00:00,9,6,97,20.42,1.9,0.53,RedHat,0
03:00:00,9,7,98,20.43,1.8,0.34,AIX,1
03:00:00,9,8,99,20.44,1.6,0.53,Solaris,0
03:00:00,9,9,100,20.45,1.8,0.53,Solaris,1
04:00:00,0,0,1,25.67,2,0.34,AIX,0
04:00:00,0,1,2,20.43,1.8,0.45,Solaris,0
04:00:00,0,2,3,20.34,1.5,0.32,Win64,0
04:00:00,0,3,4,20.56,1.6,0.56,Win64,1
04:00:00,0,4,5,20.43,1.7,0.43,Win32,1
04:00:00,0,5,6,20.5,1.5,0.56,Solaris,1
04:00:00,0,6,7,20.52,1.6,0.78,AIX,0
04:00:00,0,7,8,20.54,1.6,0.65,AIX,1
04:00:00,0,8,9,20.56,1.8,0.45,Solaris,0
04:00:00,0,9,10,20.58,1.9,0.32,RedHat,1
04:00:00,1,0,11,20.61,1.8,0.45,AIX,0
04:00:00,1,1,12,20.63,1.6,0.43,Solaris,0
04:00:00,1,2,13,20.65,1.8,0.23,AIX,1
04:00:00,1,3,14,20.67,1.8,0.54,Solaris,1
04:00:00,1,4,15,20.32,1.5,0.44,Win64,0
04:00:00,1,5,16,20.14,1.6,0.32,Win64,0
04:00:00,1,6,17,20.67,1.7,0.12,Win32,1
04:00:00,1,7,18,20.33,1.5,0.34,Solaris,1
04:00:00,1,8,19,20.51,1.6,0.54,AIX,0
04:00:00,1,9,20,20.56,1.6,0.34,AIX,0
04:00:00,2,0,21,20.62,1.8,0.56,Solaris,0
04:00:00,2,1,22,20.67,1.9,0.76,RedHat,1
04:00:00,2,2,23,20.73,1.8,0.45,AIX,1
04:00:00,2,3,24,20.79,1.6,0.34,Solaris,1
04:00:00,2,4,25,20.84,1.8,0.53,AIX,0
04:00:00,2,5,26,20.9,1.8,0.45,Solaris,1
04:00:00,2,6,27,20.95,1.5,0.32,Win64,0
04:00:00,2,7,28,21.01,1.6,0.56,Win64,1
04:00:00,2,8,29,21.07,1.7,0.43,Win32,0
04:00:00,2,9,30,21.12,1.5,0.56,Solaris,0
04:00:00,3,0,31,21.18,1.6,0.78,AIX,1
04:00:00,3,1,32,21.23,1.6,0.65,AIX,1
04:00:00,3,2,33,21.29,1.8,0.45,Solaris,0
04:00:00,3,3,34,20.34,1.9,0.32,RedHat,0
04:00:00,3,4,35,20.56,1.8,0.45,AIX,1
04:00:00,3,5,36,20.21,1.6,0.43,Solaris,1
04:00:00,3,6,37,20.22,1.8,0.23,AIX,0
04:00:00,3,7,38,20.76,1.8,0.54,Solaris,0
04:00:00,3,8,39,20.11,1.5,0.44,Win64,0
04:00:00,3,9,40,20.27,1.6,0.32,Win64,1
04:00:00,4,0,41,20.23,1.7,0.12,Win32,1
04:00:00,4,1,42,20.2,1.5,0.34,Solaris,1
04:00:00,4,2,43,20.16,1.6,0.54,AIX,0
04:00:00,4,3,44,20.13,1.6,0.34,AIX,1
04:00:00,4,4,45,20.09,1.8,0.56,Solaris,0
04:00:00,4,5,46,20.06,1.9,0.76,RedHat,1
04:00:00,4,6,47,20.02,1.8,0.45,AIX,0
04:00:00,4,7,48,20.44,1.6,0.34,Solaris,0
04:00:00,4,8,49,20.13,1.8,0.53,AIX,1
04:00:00,4,9,50,20.25,1.6,0.45,Solaris,1
04:00:00,5,0,51,20.65,1.8,0.32,Win64,0
04:00:00,5,1,52,20.37,1.5,0.56,Win64,0
04:00:00,5,2,53,20.56,1.6,0.43,Win32,1
04:00:00,5,3,54,20.63,1.7,0.56,Solaris,1
04:00:00,5,4,55,20.7,1.5,0.78,AIX,0
04:00:00,5,5,56,20.78,1.6,0.65,AIX,0
04:00:00,5,6,57,20.85,1.6,0.45,Solaris,0
