Date,Equipment.Id,Failure.Equipment.Type,Op.Amperage,Op.Temperature,Op.Voltage,Rotor Speed
2013-05-18 00:00:00,"CNC_056",0.000000,25.452310,85.429243,224.961385,291.000000
2013-05-18 00:00:00,"CNC_057",0.000000,25.212544,85.811118,229.492435,253.000000
2013-05-18 00:00:00,"CNC_058",0.000000,24.122467,85.430667,223.730083,278.000000
2013-05-18 00:00:00,"CNC_059",0.000000,27.922136,85.411111,226.464093,255.000000
2013-05-18 00:00:00,"CNC_060",0.000000,27.223652,84.224942,224.758196,341.000000
2013-05-18 00:00:00,"CNC_061",0.000000,25.954521,83.582277,221.305448,296.000000
2013-05-18 00:00:00,"CNC_062",0.000000,25.570198,85.371327,228.607573,260.000000
2013-05-18 00:00:00,"CNC_063",0.000000,26.441290,79.372113,222.690146,324.000000
2013-05-18 00:00:00,"CNC_064",0.000000,27.635247,83.600033,225.357021,292.000000
2013-05-18 00:00:00,"CNC_065",0.000000,28.647813,73.804992,229.601790,286.000000
2013-05-18 00:00:00,"CNC_066",0.000000,20.291948,84.207362,225.230032,283.000000
2013-05-18 00:00:00,"CNC_067",0.000000,27.967637,83.055327,228.884151,328.000000
2013-05-18 00:00:00,"CNC_068",0.000000,27.589036,82.050113,220.346345,313.000000
2013-05-18 00:00:00,"CNC_069",0.000000,25.871222,85.971223,229.077933,349.000000
2013-05-18 00:00:00,"CNC_070",0.000000,29.139552,70.043682,222.815073,336.000000
2013-05-18 00:00:00,"CNC_071",0.000000,22.837953,87.099292,228.093318,344.000000
2013-05-18 00:00:00,"CNC_072",0.000000,26.458823,83.184219,225.808958,326.000000
2013-05-18 00:00:00,"CNC_073",0.000000,25.306972,85.032186,225.961754,257.000000
2013-05-18 00:00:00,"CNC_074",0.000000,23.395220,79.268094,228.196326,290.000000
2013-05-18 00:00:00,"CNC_075",0.000000,24.812448,84.625774,226.420554,329.000000
2013-05-18 00:00:00,"CNC_076",0.000000,20.255420,82.335762,227.897588,333.000000
2013-05-18 00:00:00,"CNC_077",0.000000,24.698688,83.285420,226.411663,271.000000
2013-05-18 00:00:00,"CNC_078",0.000000,25.732494,85.694863,224.106171,280.000000
2013-05-18 00:00:00,"CNC_079",0.000000,24.989475,83.289546,227.557074,303.000000
2013-05-18 00:00:00,"CNC_080",0.000000,26.703343,85.160596,229.316279,314.000000
2013-05-18 00:00:00,"CNC_081",0.000000,25.914316,78.416360,222.937965,332.000000
2013-05-18 00:00:00,"CNC_082",0.000000,26.786411,84.515665,222.322179,280.000000
2013-05-18 00:00:00,"CNC_083",0.000000,29.357946,74.910700,229.541223,340.000000
2013-05-18 00:00:00,"CNC_084",0.000000,27.672548,83.244735,221.989731,288.000000
2013-05-18 00:00:00,"CNC_085",0.000000,25.314475,82.448119,226.960308,259.000000
2013-05-18 00:00:00,"CNC_086",0.000000,27.216245,79.287341,224.544757,259.000000
2013-05-18 00:00:00,"CNC_087",0.000000,20.488065,76.824944,222.153667,343.000000
2013-05-18 00:00:00,"CNC_088",0.000000,29.811791,78.059001,229.943053,345.000000
2013-05-18 00:00:00,"CNC_089",0.000000,26.493260,78.597291,220.852654,290.000000
2013-05-18 00:00:00,"CNC_090",0.000000,29.759475,81.034190,223.401690,334.000000
2013-05-18 00:00:00,"CNC_091",0.000000,24.935334,89.131579,222.029899,343.000000
2013-05-18 00:00:00,"CNC_092",0.000000,28.893616,76.877313,220.087222,350.000000
2013-05-18 00:00:00,"CNC_093",0.000000,23.395289,85.801273,227.594134,261.000000
2013-05-18 00:00:00,"CNC_094",0.000000,25.797537,89.172459,223.491623,331.000000
2013-05-18 00:00:00,"CNC_095",0.000000,29.782639,83.381729,227.484657,251.000000
2013-05-18 00:00:00,"CNC_096",1.000000,26.971531,77.567870,229.006218,315.000000
2013-05-18 00:00:00,"CNC_097",0.000000,24.405668,89.003358,227.369557,328.000000
2013-05-18 00:00:00,"CNC_098",0.000000,23.425449,70.801826,220.661793,307.000000
2013-05-18 00:00:00,"CNC_099",0.000000,25.597862,87.706002,223.522587,263.000000
2013-05-18 00:00:00,"CNC_100",0.000000,27.201701,73.065371,225.577504,296.000000
2013-05-18 00:14:24,"CNC_001",0.000000,24.946993,87.156313,243.114262,300.000000
2013-05-18 00:14:24,"CNC_002",7.000000,21.286801,80.431205,222.542191,303.600000
2013-05-18 00:14:24,"CNC_003",6.000000,30.567965,73.440480,248.657737,283.500000
2013-05-18 00:14:24,"CNC_004",3.000000,27.586347,76.257641,224.637057,274.480000
2013-05-18 00:14:24,"CNC_005",7.000000,31.285256,81.245372,223.918316,306.740000
2013-05-18 00:14:24,"CNC_006",4.000000,22.379321,71.680674,228.602562,252.860000
2013-05-18 00:14:24,"CNC_007",4.000000,25.202700,75.528157,229.449031,280.860000
2013-05-18 00:14:24,"CNC_008",8.000000,22.315360,85.215618,232.677372,312.900000
2013-05-18 00:14:24,"CNC_009",2.000000,26.829211,69.794973,237.670278,226.800000
2013-05-18 00:14:24,"CNC_010",3.000000,26.226130,85.213424,213.447552,351.520000
2013-05-18 00:14:24,"CNC_011",6.000000,19.561094,87.487968,203.399061,258.020000
2013-05-18 00:14:24,"CNC_012",0.000000,23.871787,92.537742,208.697613,338.990000
2013-05-18 00:14:24,"CNC_013",4.000000,25.830649,83.655117,200.779221,282.240000
2013-05-18 00:14:24,"CNC_014",3.000000,20.410238,81.020177,244.350453,269.280000
2013-05-18 00:14:24,"CNC_015",0.000000,29.498220,90.331973,238.562900,276.860000
2013-05-18 00:14:24,"CNC_016",0.000000,26.694836,74.197296,207.315457,270.630000
2013-05-18 00:14:24,"CNC_017",2.000000,22.295018,68.806215,230.230922,285.830000
2013-05-18 00:14:24,"CNC_018",0.000000,21.303465,73.913576,244.074251,301.040000
2013-05-18 00:14:24,"CNC_019",0.000000,23.353723,76.582157,230.684079,303.850000
2013-05-18 00:14:24,"CNC_020",2.000000,25.088646,68.103596,216.364385,290.880000
2013-05-18 00:14:24,"CNC_021",3.000000,25.550445,78.209950,215.005772,297.000000
2013-05-18 00:14:24,"CNC_022",1.000000,30.034929,88.730541,233.797518,273.480000
2013-05-18 00:14:24,"CNC_023",6.000000,26.114161,88.037761,251.516853,236.700000
2013-05-18 00:14:24,"CNC_024",5.000000,29.990212,87.434913,214.419168,344.500000
2013-05-18 00:14:24,"CNC_025",4.000000,24.533750,76.471396,229.666906,275.280000
2013-05-18 00:14:24,"CNC_026",0.000000,24.060368,77.213521,245.048862,320.540000
2013-05-18 00:14:24,"CNC_027",0.000000,30.218979,90.229933,240.890476,296.000000
2013-05-18 00:14:24,"CNC_028",8.000000,23.739133,80.359694,243.059931,335.620000
2013-05-18 00:14:24,"CNC_029",0.000000,27.285962,80.104959,248.568820,325.360000
2013-05-18 00:14:24,"CNC_030",0.000000,18.964902,79.527162,225.871085,267.720000
2013-05-18 00:14:24,"CNC_031",3.000000,26.364283,92.567663,240.916279,299.970000
2013-05-18 00:14:24,"CNC_032",5.000000,26.847363,78.499083,202.172264,254.600000
2013-05-18 00:14:24,"CNC_033",1.000000,28.010781,90.902290,234.931923,255.550000
2013-05-18 00:14:24,"CNC_034",6.000000,25.117807,93.524778,209.449211,249.240000
2013-05-18 00:14:24,"CNC_035",7.000000,22.942690,88.071099,246.305986,352.070000
2013-05-18 00:14:24,"CNC_036",8.000000,29.747738,69.968365,211.539017,241.300000
2013-05-18 00:14:24,"CNC_037",6.000000,22.259160,84.015236,225.285007,236.440000
2013-05-18 00:14:24,"CNC_038",0.000000,22.972659,82.380337,234.220003,266.220000
2013-05-18 00:14:24,"CNC_039",0.000000,22.686435,80.085636,213.997125,259.200000
2013-05-18 00:14:24,"CNC_040",6.000000,21.197646,87.541010,221.685573,280.800000
2013-05-18 00:14:24,"CNC_041",2.000000,27.258073,93.018486,246.734491,256.020000
2013-05-18 00:14:24,"CNC_042",8.000000,22.319434,75.001057,216.685137,302.100000
2013-05-18 00:14:24,"CNC_043",0.000000,22.680702,78.930323,218.710121,357.520000
2013-05-18 00:14:24,"CNC_044",4.000000,26.316222,89.415265,230.639193,280.250000
2013-05-18 00:14:24,"CNC_045",3.000000,26.636663,92.819272,238.202922,345.420000
2013-05-18 00:14:24,"CNC_046",4.000000,25.113262,81.292906,241.433485,299.520000
2013-05-18 00:14:24,"CNC_047",7.000000,27.593423,90.015034,216.538708,316.210000
2013-05-18 00:14:24,"CNC_048",4.000000,27.223901,90.265920,233.520555,272.320000
2013-05-18 00:14:24,"CNC_049",9.000000,23.820020,88.477816,213.891803,330.630000
2013-05-18 00:14:24,"CNC_050",3.000000,18.334336,71.151287,206.417300,327.000000
2013-05-18 00:14:24,"CNC_051",6.000000,24.045965,89.653300,221.429029,361.660000
2013-05-18 00:14:24,"CNC_052",4.000000,32.029140,80.334972,237.962064,276.150000
2013-05-18 00:14:24,"CNC_053",8.000000,26.186114,82.546741,211.498601,337.620000
2013-05-18 00:14:24,"CNC_054",9.000000,25.589033,86.796802,239.537081,286.150000
2013-05-18 00:14:24,"CNC_055",0.000000,24.706908,88.797743,231.142981,330.260000
2013-05-18 00:14:24,"CNC_056",0.000000,26.470403,82.012074,213.713316,279.360000
2013-05-18 00:14:24,"CNC_057",3.000000,23.195541,87.527340,245.556905,265.650000
2013-05-18 00:14:24,"CNC_058",8.000000,23.881242,82.013440,241.628490,269.660000
2013-05-18 00:14:24,"CNC_059",0.000000,25.129922,84.557000,203.817684,272.850000
2013-05-18 00:14:24,"CNC_060",2.000000,27.223652,83.382693,247.234015,323.950000
2013-05-18 00:14:24,"CNC_061",6.000000,23.618614,76.895695,230.157666,287.120000
2013-05-18 00:14:24,"CNC_062",0.000000,28.127218,85.371327,224.035421,275.600000
2013-05-18 00:14:24,"CNC_063",4.000000,27.234529,73.022344,213.782540,301.320000
2013-05-18 00:14:24,"CNC_064",2.000000,28.187951,81.928032,220.849881,289.080000
2013-05-18 00:14:24,"CNC_065",5.000000,30.080203,71.590843,220.417719,288.860000
2013-05-18 00:14:24,"CNC_066",1.000000,18.465672,82.523215,209.463930,308.470000
2013-05-18 00:14:24,"CNC_067",4.000000,25.450550,78.902561,215.151102,357.520000
2013-05-18 00:14:24,"CNC_068",1.000000,27.313146,75.486104,235.770589,287.960000
2013-05-18 00:14:24,"CNC_069",0.000000,23.284099,78.233813,226.787153,376.920000
2013-05-18 00:14:24,"CNC_070",7.000000,28.265365,70.043682,242.868430,322.560000
2013-05-18 00:14:24,"CNC_071",9.000000,21.924434,86.228299,246.340783,309.600000
2013-05-18 00:14:24,"CNC_072",9.000000,23.812941,88.175273,216.776599,322.740000
2013-05-18 00:14:24,"CNC_073",0.000000,27.331530,83.331542,230.480989,249.290000
2013-05-18 00:14:24,"CNC_074",9.000000,21.757555,71.341284,212.222583,272.600000
2013-05-18 00:14:24,"CNC_075",0.000000,24.316199,90.549578,246.798404,352.030000
2013-05-18 00:14:24,"CNC_076",9.000000,22.280962,74.925544,243.850419,359.640000
2013-05-18 00:14:24,"CNC_077",3.000000,26.921570,79.121149,239.996363,292.680000
2013-05-18 00:14:24,"CNC_078",0.000000,25.989819,89.122657,237.552541,299.600000
2013-05-18 00:14:24,"CNC_079",9.000000,24.739580,80.790859,234.383786,272.700000
2013-05-18 00:14:24,"CNC_080",2.000000,29.106644,87.715414,238.488930,314.000000
2013-05-18 00:14:24,"CNC_081",5.000000,26.691745,84.689668,245.231762,365.200000
2013-05-18 00:14:24,"CNC_082",0.000000,28.661460,83.670508,200.089961,308.000000
2013-05-18 00:14:24,"CNC_083",4.000000,26.715731,78.656235,222.654986,316.200000
2013-05-18 00:14:24,"CNC_084",0.000000,30.163077,77.417604,213.110142,279.360000
2013-05-18 00:14:24,"CNC_085",1.000000,23.542462,79.974676,226.960308,259.000000
2013-05-18 00:14:24,"CNC_086",0.000000,26.671920,77.701594,211.072072,264.180000
2013-05-18 00:14:24,"CNC_087",0.000000,20.078303,69.910699,237.704424,356.720000
2013-05-18 00:14:24,"CNC_088",5.000000,27.128730,71.033691,239.140776,372.600000
2013-05-18 00:14:24,"CNC_089",6.000000,26.228328,77.811318,216.435601,301.600000
2013-05-18 00:14:24,"CNC_090",9.000000,30.652259,86.706583,241.273825,347.360000
2013-05-18 00:14:24,"CNC_091",5.000000,27.428868,80.218421,235.351693,308.700000
2013-05-18 00:14:24,"CNC_092",1.000000,26.871062,69.189581,209.082861,329.000000
2013-05-18 00:14:24,"CNC_093",3.000000,21.991572,91.807363,234.421958,258.390000
2013-05-18 00:14:24,"CNC_094",8.000000,27.861340,84.713836,203.377377,314.450000
2013-05-18 00:14:24,"CNC_095",9.000000,26.804376,88.384633,204.736191,263.550000
2013-05-18 00:14:24,"CNC_096",9.000000,28.320108,76.016513,231.296280,289.800000
2013-05-18 00:14:24,"CNC_097",8.000000,26.358122,96.123627,238.738034,318.160000
2013-05-18 00:14:24,"CNC_098",2.000000,24.362467,71.509844,203.008849,334.630000
2013-05-18 00:14:24,"CNC_099",0.000000,25.341883,79.812462,227.993038,244.590000
2013-05-18 00:14:24,"CNC_100",1.000000,28.017752,73.796025,243.623704,269.360000
2013-05-18 00:28:48,"CNC_001",0.000000,26.693282,81.055371,267.425688,279.000000
2013-05-18 00:28:48,"CNC_002",5.000000,21.286801,81.235518,229.218457,282.348000
2013-05-18 00:28:48,"CNC_003",4.000000,32.707723,67.565242,243.684582,269.325000
2013-05-18 00:28:48,"CNC_004",0.000000,27.586347,70.919606,208.912463,247.032000
2013-05-18 00:28:48,"CNC_005",8.000000,32.849519,80.432919,219.439950,334.346600
2013-05-18 00:28:48,"CNC_006",6.000000,23.050701,77.415128,244.604742,245.274200
2013-05-18 00:28:48,"CNC_007",4.000000,25.454727,77.038720,252.393934,258.391200
2013-05-18 00:28:48,"CNC_008",6.000000,21.869053,86.919931,253.618335,334.803000
2013-05-18 00:28:48,"CNC_009",2.000000,26.024335,75.378571,249.553792,204.120000
2013-05-18 00:28:48,"CNC_010",9.000000,28.848743,86.065558,234.792307,333.944000
2013-05-18 00:28:48,"CNC_011",8.000000,19.169872,79.614051,215.603005,255.439800
2013-05-18 00:28:48,"CNC_012",6.000000,21.962044,91.612365,200.349708,352.549600
2013-05-18 00:28:48,"CNC_013",0.000000,24.280810,80.308913,188.732468,279.417600
2013-05-18 00:28:48,"CNC_014",4.000000,21.022545,88.311993,227.245922,282.744000
2013-05-18 00:28:48,"CNC_015",8.000000,30.973131,94.848572,238.562900,260.248400
2013-05-18 00:28:48,"CNC_016",2.000000,24.292300,68.261512,223.900694,286.867800
2013-05-18 00:28:48,"CNC_017",5.000000,22.963869,66.742029,234.835540,282.971700
2013-05-18 00:28:48,"CNC_018",0.000000,19.386153,76.870119,253.837222,325.123200
2013-05-18 00:28:48,"CNC_019",0.000000,22.653111,77.347979,237.604601,312.965500
2013-05-18 00:28:48,"CNC_020",9.000000,25.088646,62.655308,216.364385,261.792000
2013-05-18 00:28:48,"CNC_021",6.000000,23.506409,78.992049,232.206234,291.060000
2013-05-18 00:28:48,"CNC_022",0.000000,29.734580,93.167068,250.163344,278.949600
2013-05-18 00:28:48,"CNC_023",9.000000,26.636444,90.678894,274.153370,217.764000
2013-05-18 00:28:48,"CNC_024",9.000000,29.090505,95.304055,210.130784,344.500000
2013-05-18 00:28:48,"CNC_025",2.000000,22.571050,84.118535,238.853582,275.280000
2013-05-18 00:28:48,"CNC_026",9.000000,26.466405,77.213521,230.345930,317.334600
2013-05-18 00:28:48,"CNC_027",0.000000,33.240877,97.448327,262.570619,310.800000
2013-05-18 00:28:48,"CNC_028",1.000000,24.926089,78.752500,262.504725,362.469600
2013-05-18 00:28:48,"CNC_029",0.000000,27.013102,81.707059,273.425702,296.077600
2013-05-18 00:28:48,"CNC_030",7.000000,18.395954,74.755533,230.388507,254.334000
2013-05-18 00:28:48,"CNC_031",0.000000,24.782426,88.864957,255.371255,317.968200
2013-05-18 00:28:48,"CNC_032",0.000000,25.773469,72.219156,218.346045,239.324000
2013-05-18 00:28:48,"CNC_033",5.000000,29.411320,81.812061,258.425115,255.550000
2013-05-18 00:28:48,"CNC_034",1.000000,25.117807,87.913292,188.504290,229.300800
2013-05-18 00:28:48,"CNC_035",9.000000,20.877848,95.997498,248.769046,327.425100
2013-05-18 00:28:48,"CNC_036",6.000000,32.127557,70.668049,211.539017,238.887000
2013-05-18 00:28:48,"CNC_037",0.000000,21.146202,89.896302,216.273606,234.075600
2013-05-18 00:28:48,"CNC_038",6.000000,24.580745,74.966106,236.562203,274.206600
2013-05-18 00:28:48,"CNC_039",0.000000,22.686435,82.488205,199.017326,241.056000
2013-05-18 00:28:48,"CNC_040",7.000000,20.561716,96.295111,232.769852,252.720000
2013-05-18 00:28:48,"CNC_041",3.000000,25.350008,87.437377,236.865112,238.098600
2013-05-18 00:28:48,"CNC_042",7.000000,23.212211,75.751067,203.684028,274.911000
2013-05-18 00:28:48,"CNC_043",0.000000,21.319860,74.983807,207.774615,371.820800
2013-05-18 00:28:48,"CNC_044",0.000000,27.105709,90.309417,228.332801,274.645000
2013-05-18 00:28:48,"CNC_045",0.000000,24.239363,90.962887,214.382630,338.511600
2013-05-18 00:28:48,"CNC_046",2.000000,26.368925,76.415331,219.704471,296.524800
2013-05-18 00:28:48,"CNC_047",2.000000,29.524962,93.615635,197.050224,347.831000
2013-05-18 00:28:48,"CNC_048",0.000000,24.773750,95.681875,228.850144,288.659200
2013-05-18 00:28:48,"CNC_049",0.000000,22.629019,91.132151,205.336131,327.323700
2013-05-18 00:28:48,"CNC_050",3.000000,19.067710,64.036159,191.968089,304.110000
2013-05-18 00:28:48,"CNC_051",0.000000,22.122288,97.722097,201.500416,332.727200
2013-05-18 00:28:48,"CNC_052",6.000000,30.427683,84.351721,240.341685,287.196000
2013-05-18 00:28:48,"CNC_053",9.000000,24.353086,85.848611,226.303503,327.491400
2013-05-18 00:28:48,"CNC_054",0.000000,26.612594,79.853058,239.537081,257.535000
2013-05-18 00:28:48,"CNC_055",0.000000,24.212770,86.133811,217.274402,297.234000
2013-05-18 00:28:48,"CNC_056",0.000000,29.117443,78.731591,222.261849,298.915200
2013-05-18 00:28:48,"CNC_057",0.000000,21.571853,91.028433,267.657027,257.680500
2013-05-18 00:28:48,"CNC_058",4.000000,21.731931,83.653709,217.465641,272.356600
2013-05-18 00:28:48,"CNC_059",0.000000,25.632521,77.792440,222.161275,283.764000
2013-05-18 00:28:48,"CNC_060",6.000000,29.401545,83.382693,244.761675,336.908000
2013-05-18 00:28:48,"CNC_061",0.000000,24.799545,76.895695,218.649782,310.089600
2013-05-18 00:28:48,"CNC_062",3.000000,25.595768,81.956474,221.795067,248.040000
2013-05-18 00:28:48,"CNC_063",0.000000,27.506874,80.324579,233.022969,319.399200
2013-05-18 00:28:48,"CNC_064",3.000000,27.624192,85.205153,209.807387,306.424800
2013-05-18 00:28:48,"CNC_065",8.000000,33.088224,73.738568,216.009364,268.639800
2013-05-18 00:28:48,"CNC_066",7.000000,16.619105,85.824144,228.315683,311.554700
2013-05-18 00:28:48,"CNC_067",3.000000,27.995605,84.425740,200.090525,371.820800
2013-05-18 00:28:48,"CNC_068",0.000000,27.859409,77.750687,252.274530,290.839600
2013-05-18 00:28:48,"CNC_069",7.000000,22.818417,82.927842,244.930126,369.381600
2013-05-18 00:28:48,"CNC_070",7.000000,29.113326,67.241935,257.440535,354.816000
2013-05-18 00:28:48,"CNC_071",4.000000,19.731991,78.467752,226.633521,334.368000
2013-05-18 00:28:48,"CNC_072",7.000000,25.003588,87.293520,214.608833,319.512600
2013-05-18 00:28:48,"CNC_073",4.000000,24.871692,88.331435,228.176179,226.853900
2013-05-18 00:28:48,"CNC_074",8.000000,22.192706,72.768110,212.222583,269.874000
2013-05-18 00:28:48,"CNC_075",3.000000,25.775171,90.549578,264.074292,387.233000
2013-05-18 00:28:48,"CNC_076",6.000000,20.052866,73.427033,258.481445,323.676000
2013-05-18 00:28:48,"CNC_077",0.000000,28.536864,87.033264,239.996363,301.460400
2013-05-18 00:28:48,"CNC_078",6.000000,23.390837,93.578790,239.928067,326.564000
2013-05-18 00:28:48,"CNC_079",4.000000,26.966143,86.446219,250.790651,297.243000
2013-05-18 00:28:48,"CNC_080",5.000000,27.651312,87.715414,231.334262,310.860000
2013-05-18 00:28:48,"CNC_081",5.000000,27.759415,77.914495,235.422491,339.636000
2013-05-18 00:28:48,"CNC_082",0.000000,26.081928,82.833803,186.083664,280.280000
2013-05-18 00:28:48,"CNC_083",3.000000,27.784360,84.948734,242.693935,341.496000
2013-05-18 00:28:48,"CNC_084",0.000000,31.671231,83.611012,221.634548,257.011200
2013-05-18 00:28:48,"CNC_085",6.000000,22.365339,73.576702,211.073086,284.900000
2013-05-18 00:28:48,"CNC_086",2.000000,28.805674,74.593531,217.404234,280.030800
2013-05-18 00:28:48,"CNC_087",5.000000,20.680652,63.618736,213.933981,392.392000
2013-05-18 00:28:48,"CNC_088",1.000000,26.043580,63.930322,236.749368,350.244000
2013-05-18 00:28:48,"CNC_089",8.000000,25.179195,75.476978,235.914805,289.536000
2013-05-18 00:28:48,"CNC_090",7.000000,31.265304,95.377241,229.210134,312.624000
2013-05-18 00:28:48,"CNC_091",9.000000,24.685981,86.635895,249.472795,293.265000
2013-05-18 00:28:48,"CNC_092",4.000000,27.945905,66.421998,211.173689,319.130000
2013-05-18 00:28:48,"CNC_093",1.000000,23.970813,88.135068,218.012421,258.390000
2013-05-18 00:28:48,"CNC_094",3.000000,27.025500,77.936730,223.715115,317.594500
2013-05-18 00:28:48,"CNC_095",9.000000,28.412638,97.223096,194.499381,245.101500
2013-05-18 00:28:48,"CNC_096",3.000000,30.868918,79.817338,208.166652,304.290000
2013-05-18 00:28:48,"CNC_097",0.000000,23.985891,104.774753,224.413752,295.888800
2013-05-18 00:28:48,"CNC_098",7.000000,24.849716,64.358859,215.189380,304.513300
2013-05-18 00:28:48,"CNC_099",8.000000,25.341883,80.610586,223.433178,237.252300
2013-05-18 00:28:48,"CNC_100",0.000000,27.737575,71.582144,224.133808,269.360000
2013-05-18 00:43:12,"CNC_001",9.000000,28.828745,86.729247,270.099945,251.100000
2013-05-18 00:43:12,"CNC_002",0.000000,21.073933,88.546714,220.049718,290.818440
2013-05-18 00:43:12,"CNC_003",5.000000,34.343109,62.160022,238.810891,263.938500
2013-05-18 00:43:12,"CNC_004",3.000000,28.413937,71.628802,217.268961,234.680400
2013-05-18 00:43:12,"CNC_005",5.000000,31.207043,74.802614,210.662352,344.376998
2013-05-18 00:43:12,"CNC_006",0.000000,20.745631,85.156641,227.482410,255.085168
2013-05-18 00:43:12,"CNC_007",2.000000,25.963822,73.957171,257.441813,235.135992
2013-05-18 00:43:12,"CNC_008",4.000000,24.055958,80.835536,230.792685,331.454970
